rank,listing_type,id,name,author,author_alias,attribution_link,total_downloads,adjusted_total_downloads,latest_snapshot
37,map,yukina-tw-taipei,臺北 (Taipei),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,842,842,snapshot_2026_06_25.json
38,map,busan-4,Busan (40km×40km),kimth9,kimth9,https://github.com/kimth9,816,816,snapshot_2026_06_25.json
39,mod,improved-schematics,Improved Schematics,martig7,martig7,https://github.com/martig7,754,754,snapshot_2026_06_25.json
40,map,charleston-huntington-wv,Charleston-Huntington,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,700,700,snapshot_2026_06_25.json
41,map,helsinki,Helsinki,rslurry,slurry,https://github.com/rslurry,692,692,snapshot_2026_06_25.json
42,map,shanghai,Shanghai,Kronifer,Kronifer,https://github.com/Kronifer,692,692,snapshot_2026_06_25.json
43,map,guangzhou,Guangzhou,Kronifer,Kronifer,https://github.com/Kronifer,628,628,snapshot_2026_06_25.json
44,map,yukina-fukuoka,福岡 (Fukuoka),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,594,594,snapshot_2026_06_25.json
45,map,incheon-4,Incheon (40km×40km),kimth9,kimth9,https://github.com/kimth9,584,584,snapshot_2026_06_25.json
46,map,milan,Milan,Maximilian284,max02,https://github.com/Maximilian284,580,580,snapshot_2026_06_25.json
47,map,rome,Rome,Maximilian284,max02,https://github.com/Maximilian284,558,558,snapshot_2026_06_25.json
48,map,monterrey,Monterrey,rslurry,slurry,https://github.com/rslurry,548,548,snapshot_2026_06_25.json
49,map,dublin,Dublin,Kronifer,Kronifer,https://github.com/Kronifer,515,515,snapshot_2026_06_25.json
50,map,guadalajara,Guadalajara,rslurry,slurry,https://github.com/rslurry,493,493,snapshot_2026_06_25.json
51,mod,satellite-overlay,Satellite Overlay,TransitCore,TransitCore,https://github.com/TransitCore,488,488,snapshot_2026_06_25.json
52,mod,cinematic-camera,Cinematic Camera,TransitCore,TransitCore,https://github.com/TransitCore,487,487,snapshot_2026_06_25.json
53,map,ottawa,Ottawa,devenperez,devenperez,https://github.com/devenperez,477,477,snapshot_2026_06_25.json
54,map,yukina-sapporo-chitose,札幌 (Sapporo),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,470,470,snapshot_2026_06_25.json
55,map,yukina-nagoya,名古屋 (Nagoya),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,466,466,snapshot_2026_06_25.json
56,map,baltimore-dc-corridor,Baltimore-DC Corridor,rslurry,slurry,https://github.com/rslurry,465,465,snapshot_2026_06_25.json
57,map,yukina-pl-warszawa,Warszawa,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,465,465,snapshot_2026_06_25.json
58,map,rotterdam-the-hague,Rotterdam-The Hague,ryandicicco,ryandicicco,https://github.com/ryandicicco,462,462,snapshot_2026_06_25.json
59,map,tampa-bay,Tampa Bay,rslurry,slurry,https://github.com/rslurry,460,460,snapshot_2026_06_25.json
60,map,calgary,Calgary,devenperez,devenperez,https://github.com/devenperez,437,437,snapshot_2026_06_25.json
61,map,mfn-lasvegas,Las Vegas,crumpetime,muffintime,https://github.com/crumpetime,423,423,snapshot_2026_06_25.json
62,map,yukina-pl-krakow,Kraków,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,418,418,snapshot_2026_06_25.json
63,map,yukina-okinawa,沖縄 (Okinawa),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,410,410,snapshot_2026_06_25.json
64,map,puerto-rico,Puerto Rico,rslurry,slurry,https://github.com/rslurry,397,397,snapshot_2026_06_25.json
65,map,warsaw-val,Warsaw,Valdotorium,Valdotorium,https://github.com/Valdotorium,395,395,snapshot_2026_06_25.json
66,map,busan-3,Busan (30km×30km),kimth9,kimth9,https://github.com/kimth9,391,391,snapshot_2026_06_25.json
67,map,edmonton,Edmonton,devenperez,devenperez,https://github.com/devenperez,377,377,snapshot_2026_06_25.json
68,map,quebec-city,Quebec City,devenperez,devenperez,https://github.com/devenperez,377,377,snapshot_2026_06_25.json
69,map,yukina-hiroshima-kure,広島 (Hiroshima),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,372,372,snapshot_2026_06_25.json
70,map,shenzhen,Shenzhen,Kronifer,Kronifer,https://github.com/Kronifer,371,371,snapshot_2026_06_25.json
