bucket_utc,listing_type,id,downloads
2026-07-01T00:00Z,map,albany,1
2026-07-01T00:00Z,map,amsterdam,2
2026-07-01T00:00Z,map,anchorage-ak,1
2026-07-01T00:00Z,map,baltimore-dc-corridor,1
2026-07-01T00:00Z,map,bangkok,1
2026-07-01T00:00Z,map,barcelona,2
2026-07-01T00:00Z,map,bari,1
2026-07-01T00:00Z,map,berlin-val,2
2026-07-01T00:00Z,map,bologna,1
2026-07-01T00:00Z,map,bucharest-medium,1
2026-07-01T00:00Z,map,buffalo-ny,1
2026-07-01T00:00Z,map,calgary,2
2026-07-01T00:00Z,map,catania,1
2026-07-01T00:00Z,map,charleston-huntington-wv,2
2026-07-01T00:00Z,map,charleston-sc,1
2026-07-01T00:00Z,map,ciudad-de-mexico,1
2026-07-01T00:00Z,map,daytonatti,1
2026-07-01T00:00Z,map,dubai,1
2026-07-01T00:00Z,map,dublin,1
2026-07-01T00:00Z,map,edmonton,1
2026-07-01T00:00Z,map,florence,1
2026-07-01T00:00Z,map,garda-lake,1
2026-07-01T00:00Z,map,genoa,1
2026-07-01T00:00Z,map,glasgow-edinburgh,1
2026-07-01T00:00Z,map,greater-chicagoland,3
2026-07-01T00:00Z,map,greater-kuala-lumpur,1
2026-07-01T00:00Z,map,greater-los-angeles,2
2026-07-01T00:00Z,map,greatertwincities,1
2026-07-01T00:00Z,map,jacksonville,1
2026-07-01T00:00Z,map,jelegend-tokyo,1
2026-07-01T00:00Z,map,jerusalem,2
2026-07-01T00:00Z,map,knoxville,1
2026-07-01T00:00Z,map,lima,1
2026-07-01T00:00Z,map,madrid,2
2026-07-01T00:00Z,map,memphis,1
2026-07-01T00:00Z,map,mfn-hamptonroads,1
2026-07-01T00:00Z,map,mfn-lasvegas,1
2026-07-01T00:00Z,map,mfn-madisonwi,1
2026-07-01T00:00Z,map,milan,1
2026-07-01T00:00Z,map,montreal,2
2026-07-01T00:00Z,map,naples,2
2026-07-01T00:00Z,map,orlando,1
2026-07-01T00:00Z,map,oslo-no,1
2026-07-01T00:00Z,map,ottawa,1
2026-07-01T00:00Z,map,palermo,1
2026-07-01T00:00Z,map,pianura-emiliana,1
2026-07-01T00:00Z,map,pianura-veneta,1
2026-07-01T00:00Z,map,piedmont-triad,1
2026-07-01T00:00Z,map,puerto-rico,1
2026-07-01T00:00Z,map,pulau-pinang,1
2026-07-01T00:00Z,map,pyongyang-nk,1
2026-07-01T00:00Z,map,quebec-city,2
2026-07-01T00:00Z,map,richmond,1
2026-07-01T00:00Z,map,riviera-romagnola,1
2026-07-01T00:00Z,map,rome,1
2026-07-01T00:00Z,map,rotterdam-the-hague,2
2026-07-01T00:00Z,map,sacramento,1
2026-07-01T00:00Z,map,san-antonio,1
2026-07-01T00:00Z,map,santa-barbara,1
2026-07-01T00:00Z,map,shanghai,2
2026-07-01T00:00Z,map,shenzhen,1
2026-07-01T00:00Z,map,singapore-val,2
2026-07-01T00:00Z,map,sydney,1
2026-07-01T00:00Z,map,tel-aviv,4
2026-07-01T00:00Z,map,toledo-oh,1
2026-07-01T00:00Z,map,toronto,1
2026-07-01T00:00Z,map,turin,1
2026-07-01T00:00Z,map,valencia,1
2026-07-01T00:00Z,map,vancouver,1
2026-07-01T00:00Z,map,warsaw-val,1
2026-07-01T00:00Z,map,waterloo,1
2026-07-01T00:00Z,map,willamette-valley,1
2026-07-01T00:00Z,map,winnipeg,1
2026-07-01T00:00Z,map,yukina-cz-praha,1
2026-07-01T00:00Z,map,yukina-hakodate,1
2026-07-01T00:00Z,map,yukina-hiroshima-kure,1
2026-07-01T00:00Z,map,yukina-kagoshima-kirishima,1
2026-07-01T00:00Z,map,yukina-kobe-akashi,1
2026-07-01T00:00Z,map,yukina-kumamoto,1
2026-07-01T00:00Z,map,yukina-morioka,1
2026-07-01T00:00Z,map,yukina-nagasaki,1
2026-07-01T00:00Z,map,yukina-nagoya,1
2026-07-01T00:00Z,map,yukina-nakadoori,1
2026-07-01T00:00Z,map,yukina-nakaumi,1
2026-07-01T00:00Z,map,yukina-niigata,1
2026-07-01T00:00Z,map,yukina-okayama,1
2026-07-01T00:00Z,map,yukina-sendai,1
2026-07-01T00:00Z,map,yukina-shizuoka-hamamatsu,1
2026-07-01T00:00Z,map,yukina-takamatsu,1
2026-07-01T00:00Z,map,yukina-tottori,1
2026-07-01T00:00Z,map,yukina-toyama,1
2026-07-01T00:00Z,map,yukina-tsugaru,1
2026-07-01T00:00Z,map,yukina-yamagata,1
2026-07-01T00:00Z,map,zurich,2
2026-07-01T00:00Z,mod,advanced-analytics,6
2026-07-01T00:00Z,mod,any-money,1
2026-07-01T00:00Z,mod,citymapper,2
2026-07-01T00:00Z,mod,danield1909-dantrains,1
2026-07-01T00:00Z,mod,distance-circles,2
2026-07-01T00:00Z,mod,game-speedup,3
2026-07-01T00:00Z,mod,improved-schematics,3
2026-07-01T00:00Z,mod,lrt-trains,2
2026-07-01T00:00Z,mod,mode-manager,4
2026-07-01T00:00Z,mod,network-status,1
2026-07-01T00:00Z,mod,orbital-surveyor,7
2026-07-01T00:00Z,mod,satellite-overlay,1
2026-07-01T00:00Z,mod,scrollable-dropdowns,2
2026-07-01T00:00Z,mod,simple-trains,3
2026-07-01T00:00Z,mod,station-dots,2
2026-07-01T00:00Z,mod,subwaybuilder-regions,3
2026-07-01T00:00Z,mod,tod,4
2026-07-01T00:00Z,mod,track-anarchy,3
2026-07-01T00:00Z,mod,track-visualizer,4
2026-07-01T00:00Z,mod,valdotoriums-trains,3
2026-07-01T01:00Z,map,barcelona,1
2026-07-01T01:00Z,map,calgary,1
2026-07-01T01:00Z,map,charleston-huntington-wv,1
2026-07-01T01:00Z,map,greater-chicagoland,5
2026-07-01T01:00Z,map,greater-los-angeles,1
2026-07-01T01:00Z,map,jelegend-tokyo,1
2026-07-01T01:00Z,map,mfn-hong-kong,1
2026-07-01T01:00Z,map,puerto-rico,1
2026-07-01T01:00Z,map,seoul-3,1
2026-07-01T01:00Z,map,sydney,1
2026-07-01T01:00Z,map,tel-aviv,1
2026-07-01T01:00Z,map,toronto,1
2026-07-01T01:00Z,map,vancouver,1
2026-07-01T01:00Z,map,waterloo,1
2026-07-01T01:00Z,mod,advanced-analytics,3
2026-07-01T01:00Z,mod,any-money,2
2026-07-01T01:00Z,mod,citymapper,2
2026-07-01T01:00Z,mod,danield1909-dantrains,1
2026-07-01T01:00Z,mod,distance-circles,4
2026-07-01T01:00Z,mod,game-speedup,2
2026-07-01T01:00Z,mod,improved-schematics,4
2026-07-01T01:00Z,mod,lrt-trains,1
2026-07-01T01:00Z,mod,mode-manager,1
2026-07-01T01:00Z,mod,network-status,3
2026-07-01T01:00Z,mod,orbital-surveyor,5
2026-07-01T01:00Z,mod,satellite-overlay,2
2026-07-01T01:00Z,mod,scrollable-dropdowns,2
2026-07-01T01:00Z,mod,simple-trains,4
2026-07-01T01:00Z,mod,station-dots,2
2026-07-01T01:00Z,mod,subwaybuilder-regions,4
2026-07-01T01:00Z,mod,tod,4
2026-07-01T01:00Z,mod,track-visualizer,1
2026-07-01T01:00Z,mod,transit-overlay,1
2026-07-01T02:00Z,map,baltimore-dc-corridor,1
2026-07-01T02:00Z,map,busan-4,2
2026-07-01T02:00Z,map,greater-los-angeles,1
2026-07-01T02:00Z,map,jelegend-tokyo,1
2026-07-01T02:00Z,map,madrid,1
2026-07-01T02:00Z,map,oslo-no,1
2026-07-01T02:00Z,map,puerto-rico,1
2026-07-01T02:00Z,map,singapore-val,1
2026-07-01T02:00Z,map,toronto,1
2026-07-01T02:00Z,map,yukina-kyoto,2
2026-07-01T02:00Z,map,yukina-osaka,1
2026-07-01T02:00Z,map,yukina-tw-taipei,1
2026-07-01T02:00Z,mod,advanced-analytics,1
2026-07-01T02:00Z,mod,distance-circles,1
2026-07-01T02:00Z,mod,game-speedup,1
2026-07-01T02:00Z,mod,subwaybuilder-regions,1
2026-07-01T02:00Z,mod,tod,1
2026-07-01T03:00Z,map,dayton-oh,1
2026-07-01T03:00Z,map,jelegend-tokyo,1
2026-07-01T03:00Z,map,mfn-hong-kong,1
2026-07-01T03:00Z,map,san-antonio,1
2026-07-01T03:00Z,map,yukina-tw-taipei,1
2026-07-01T03:00Z,mod,advanced-analytics,1
2026-07-01T03:00Z,mod,distance-circles,3
2026-07-01T03:00Z,mod,improved-schematics,1
2026-07-01T03:00Z,mod,orbital-surveyor,1
2026-07-01T04:00Z,map,busan-4,1
2026-07-01T04:00Z,map,guadalajara,1
2026-07-01T04:00Z,map,helsinki,1
2026-07-01T04:00Z,map,jelegend-tokyo,1
2026-07-01T04:00Z,map,tel-aviv,1
2026-07-01T04:00Z,map,tijuana-san-diego,1
2026-07-01T04:00Z,map,toronto,1
2026-07-01T04:00Z,map,yukina-cz-brno,1
2026-07-01T04:00Z,map,yukina-ee-tallinn,1
2026-07-01T04:00Z,map,yukina-nemuro,1
2026-07-01T04:00Z,map,yukina-sendai,209
2026-07-01T04:00Z,map,yukina-tw-kaohsiung,1
2026-07-01T04:00Z,mod,advanced-analytics,1
2026-07-01T04:00Z,mod,any-money,1
2026-07-01T04:00Z,mod,game-speedup,1
2026-07-01T04:00Z,mod,lrt-trains,1
2026-07-01T04:00Z,mod,mode-manager,1
2026-07-01T04:00Z,mod,network-status,1
2026-07-01T04:00Z,mod,orbital-surveyor,1
2026-07-01T04:00Z,mod,scrollable-dropdowns,1
2026-07-01T04:00Z,mod,simple-trains,2
2026-07-01T04:00Z,mod,station-dots,1
2026-07-01T04:00Z,mod,subwaybuilder-regions,1
2026-07-01T04:00Z,mod,tod,1
2026-07-01T04:00Z,mod,track-visualizer,1
2026-07-01T05:00Z,map,baltimore-dc-corridor,1
2026-07-01T05:00Z,map,ciudad-de-mexico,1
2026-07-01T05:00Z,map,glasgow-edinburgh,1
2026-07-01T05:00Z,map,guadalajara,1
2026-07-01T05:00Z,map,jelegend-tokyo,2
2026-07-01T05:00Z,map,mfn-hong-kong,1
2026-07-01T05:00Z,map,monterrey,1
2026-07-01T05:00Z,map,sydney,2
2026-07-01T05:00Z,map,tel-aviv,1
2026-07-01T05:00Z,map,tijuana-san-diego,1
2026-07-01T05:00Z,map,zurich,1
2026-07-01T05:00Z,mod,advanced-analytics,2
2026-07-01T05:00Z,mod,citymapper,1
2026-07-01T05:00Z,mod,compatibility-test-mod,1
2026-07-01T05:00Z,mod,game-speedup,3
2026-07-01T05:00Z,mod,improved-schematics,1
2026-07-01T05:00Z,mod,induced-demand,3
2026-07-01T05:00Z,mod,network-status,1
2026-07-01T05:00Z,mod,orbital-surveyor,2
2026-07-01T06:00Z,map,greater-chicagoland,2
2026-07-01T06:00Z,map,greater-los-angeles,1
2026-07-01T06:00Z,map,jelegend-tokyo,1
2026-07-01T06:00Z,map,mfn-hong-kong,1
2026-07-01T06:00Z,map,yukina-pl-warszawa,1
2026-07-01T06:00Z,map,yukina-tw-hsinchu,1
2026-07-01T06:00Z,mod,chinese-trains,1
2026-07-01T06:00Z,mod,distance-circles,1
2026-07-01T06:00Z,mod,improved-schematics,2
2026-07-01T06:00Z,mod,induced-demand,3
2026-07-01T06:00Z,mod,orbital-surveyor,5
2026-07-01T06:00Z,mod,scrollable-dropdowns,1
2026-07-01T07:00Z,map,beijing,1
2026-07-01T07:00Z,map,guangzhou,1
2026-07-01T07:00Z,map,helsinki,1
2026-07-01T07:00Z,map,seoul-3,1
2026-07-01T07:00Z,map,shanghai,1
2026-07-01T07:00Z,map,yukina-tw-taipei,1
2026-07-01T08:00Z,map,jelegend-tokyo,1
2026-07-01T08:00Z,map,mfn-hong-kong,1
2026-07-01T08:00Z,map,singapore-val,1
2026-07-01T08:00Z,map,tel-aviv,1
2026-07-01T08:00Z,map,yukina-kyoto,1
2026-07-01T08:00Z,map,yukina-osaka,1
2026-07-01T08:00Z,map,yukina-tw-kaohsiung,1
2026-07-01T08:00Z,map,yukina-tw-taichung,1
2026-07-01T08:00Z,map,yukina-tw-tainan,1
2026-07-01T08:00Z,map,yukina-tw-taipei,1
2026-07-01T08:00Z,mod,advanced-analytics,1
2026-07-01T08:00Z,mod,chinese-trains,1
2026-07-01T08:00Z,mod,game-speedup,1
2026-07-01T08:00Z,mod,improved-schematics,1
2026-07-01T08:00Z,mod,lrt-trains,1
2026-07-01T08:00Z,mod,orbital-surveyor,1
2026-07-01T08:00Z,mod,scrollable-dropdowns,2
2026-07-01T08:00Z,mod,track-visualizer,1
2026-07-01T09:00Z,map,barcelona,1
2026-07-01T09:00Z,map,helsinki,1
2026-07-01T09:00Z,map,tel-aviv,1
2026-07-01T09:00Z,map,valencia,1
2026-07-01T09:00Z,map,yukina-nagoya,1
2026-07-01T09:00Z,map,yukina-northern-kyushu,1
2026-07-01T09:00Z,map,yukina-tw-taipei,1
2026-07-01T09:00Z,mod,advanced-analytics,1
2026-07-01T09:00Z,mod,any-money,1
2026-07-01T09:00Z,mod,distance-circles,1
2026-07-01T09:00Z,mod,improved-schematics,2
2026-07-01T09:00Z,mod,japanese-trains,1
2026-07-01T09:00Z,mod,lrt-trains,1
2026-07-01T09:00Z,mod,network-status,1
2026-07-01T09:00Z,mod,scrollable-dropdowns,1
2026-07-01T09:00Z,mod,simple-trains,1
2026-07-01T09:00Z,mod,subwaybuilder-regions,1
2026-07-01T09:00Z,mod,tod,1
2026-07-01T09:00Z,mod,transit-overlay,1
2026-07-01T09:00Z,mod,valdotoriums-trains,2
2026-07-01T10:00Z,map,beijing,1
2026-07-01T10:00Z,map,greater-chicagoland,5
2026-07-01T10:00Z,map,jelegend-tokyo,1
2026-07-01T10:00Z,map,rotterdam-the-hague,1
2026-07-01T10:00Z,map,shenzhen,1
2026-07-01T10:00Z,map,trondheim-val,1
2026-07-01T10:00Z,mod,advanced-analytics,2
2026-07-01T10:00Z,mod,any-money,1
2026-07-01T10:00Z,mod,chinese-trains,1
2026-07-01T10:00Z,mod,citymapper,1
2026-07-01T10:00Z,mod,distance-circles,3
2026-07-01T10:00Z,mod,improved-schematics,2
2026-07-01T10:00Z,mod,induced-demand,5
2026-07-01T10:00Z,mod,japanese-trains,1
2026-07-01T10:00Z,mod,network-status,1
2026-07-01T10:00Z,mod,orbital-surveyor,3
2026-07-01T10:00Z,mod,scrollable-dropdowns,1
2026-07-01T10:00Z,mod,simple-trains,1
2026-07-01T10:00Z,mod,subwaybuilder-regions,1
2026-07-01T10:00Z,mod,tod,1
2026-07-01T10:00Z,mod,track-visualizer,1
2026-07-01T10:00Z,mod,valdotoriums-trains,1
2026-07-01T11:00Z,map,akron-oh,1
2026-07-01T11:00Z,map,bucharest-medium,2
2026-07-01T11:00Z,map,greater-chicagoland,1
2026-07-01T11:00Z,map,jelegend-tokyo,1
2026-07-01T11:00Z,map,mfn-lasvegas,1
2026-07-01T11:00Z,map,shenzhen,1
2026-07-01T11:00Z,map,tel-aviv,1
2026-07-01T11:00Z,map,yukina-pl-warszawa,2
2026-07-01T11:00Z,mod,advanced-analytics,3
2026-07-01T11:00Z,mod,cinematic-camera,1
2026-07-01T11:00Z,mod,citymapper,1
2026-07-01T11:00Z,mod,distance-circles,1
2026-07-01T11:00Z,mod,improved-schematics,2
2026-07-01T11:00Z,mod,induced-demand,6
2026-07-01T11:00Z,mod,mode-manager,3
2026-07-01T11:00Z,mod,orbital-surveyor,1
2026-07-01T11:00Z,mod,scrollable-dropdowns,1
2026-07-01T11:00Z,mod,subwaybuilder-regions,2
2026-07-01T11:00Z,mod,tod,1
2026-07-01T11:00Z,mod,track-visualizer,1
2026-07-01T11:00Z,mod,transit-overlay,2
2026-07-01T12:00Z,map,greater-chicagoland,1
2026-07-01T12:00Z,map,sydney,1
2026-07-01T12:00Z,map,yukina-pl-krakow,1
2026-07-01T12:00Z,mod,advanced-analytics,1
2026-07-01T12:00Z,mod,induced-demand,2
2026-07-01T12:00Z,mod,orbital-surveyor,1
2026-07-01T13:00Z,map,garda-lake,1
2026-07-01T13:00Z,map,greater-chicagoland,11
2026-07-01T13:00Z,map,jelegend-tokyo,1
2026-07-01T13:00Z,map,madrid,1
2026-07-01T13:00Z,map,mfn-hong-kong,3
2026-07-01T13:00Z,map,mfn-msy,1
2026-07-01T13:00Z,map,opo-pt-metropolitan,1
2026-07-01T13:00Z,map,tel-aviv,4
2026-07-01T13:00Z,map,toronto,1
2026-07-01T13:00Z,map,waterloo,1
2026-07-01T13:00Z,map,yukina-cz-hradec-pardubice,1
2026-07-01T13:00Z,map,yukina-cz-plzen,1
2026-07-01T13:00Z,map,yukina-cz-praha,2
2026-07-01T13:00Z,map,yukina-ee-tallinn,1
2026-07-01T13:00Z,map,yukina-pl-krakow,1
2026-07-01T13:00Z,map,zurich,3
2026-07-01T13:00Z,mod,advanced-analytics,9
2026-07-01T13:00Z,mod,any-money,1
2026-07-01T13:00Z,mod,cinematic-camera,1
2026-07-01T13:00Z,mod,citymapper,3
2026-07-01T13:00Z,mod,danield1909-dantrains,1
2026-07-01T13:00Z,mod,distance-circles,7
2026-07-01T13:00Z,mod,game-speedup,1
2026-07-01T13:00Z,mod,improved-schematics,4
2026-07-01T13:00Z,mod,induced-demand,1
2026-07-01T13:00Z,mod,japanese-trains,1
2026-07-01T13:00Z,mod,network-status,1
2026-07-01T13:00Z,mod,orbital-surveyor,5
2026-07-01T13:00Z,mod,scrollable-dropdowns,1
2026-07-01T13:00Z,mod,simple-trains,4
2026-07-01T13:00Z,mod,station-dots,1
2026-07-01T13:00Z,mod,subwaybuilder-regions,3
2026-07-01T13:00Z,mod,tod,1
2026-07-01T13:00Z,mod,track-anarchy,4
2026-07-01T13:00Z,mod,track-visualizer,3
2026-07-01T13:00Z,mod,transit-overlay,4
2026-07-01T13:00Z,mod,valdotoriums-trains,1
2026-07-01T14:00Z,map,greater-chicagoland,1
2026-07-01T14:00Z,map,greater-los-angeles,1
2026-07-01T14:00Z,map,tel-aviv,1
2026-07-01T14:00Z,map,valencia,1
2026-07-01T14:00Z,mod,advanced-analytics,1
2026-07-01T14:00Z,mod,citymapper,1
2026-07-01T14:00Z,mod,distance-circles,2
2026-07-01T14:00Z,mod,improved-schematics,2
2026-07-01T14:00Z,mod,network-status,1
2026-07-01T14:00Z,mod,orbital-surveyor,2
2026-07-01T14:00Z,mod,subwaybuilder-regions,1
2026-07-01T14:00Z,mod,track-visualizer,2
2026-07-01T15:00Z,map,amsterdam,1
2026-07-01T15:00Z,map,barcelona,1
2026-07-01T15:00Z,map,greater-chicagoland,3
2026-07-01T15:00Z,map,greater-los-angeles,1
2026-07-01T15:00Z,map,madrid,1
2026-07-01T15:00Z,map,milan,1
2026-07-01T15:00Z,map,oslo-no,1
2026-07-01T15:00Z,map,rome,1
2026-07-01T15:00Z,map,seoul-4,1
2026-07-01T15:00Z,map,shanghai,1
2026-07-01T15:00Z,map,sydney,1
2026-07-01T15:00Z,map,tel-aviv,1
2026-07-01T15:00Z,map,toronto,1
2026-07-01T15:00Z,map,yukina-cz-praha,1
2026-07-01T15:00Z,mod,advanced-analytics,9
2026-07-01T15:00Z,mod,any-money,2
2026-07-01T15:00Z,mod,citymapper,1
2026-07-01T15:00Z,mod,distance-circles,7
2026-07-01T15:00Z,mod,improved-schematics,3
2026-07-01T15:00Z,mod,induced-demand,3
2026-07-01T15:00Z,mod,japanese-trains,1
2026-07-01T15:00Z,mod,lrt-trains,2
2026-07-01T15:00Z,mod,mode-manager,2
2026-07-01T15:00Z,mod,orbital-surveyor,2
2026-07-01T15:00Z,mod,satellite-overlay,1
2026-07-01T15:00Z,mod,scrollable-dropdowns,3
2026-07-01T15:00Z,mod,subwaybuilder-regions,1
2026-07-01T15:00Z,mod,tod,3
2026-07-01T15:00Z,mod,track-visualizer,1
2026-07-01T15:00Z,mod,valdotoriums-trains,1
2026-07-01T16:00Z,map,busan-3,1
2026-07-01T16:00Z,map,busan-4,2
2026-07-01T16:00Z,map,daejeon-3,1
2026-07-01T16:00Z,map,greater-chicagoland,3
2026-07-01T16:00Z,map,incheon-4,1
2026-07-01T16:00Z,map,jelegend-tokyo,2
2026-07-01T16:00Z,map,milan,1
2026-07-01T16:00Z,map,rome,1
2026-07-01T16:00Z,map,tel-aviv,1
2026-07-01T16:00Z,map,warsaw-val,1
2026-07-01T16:00Z,map,yukina-cz-praha,1
2026-07-01T16:00Z,map,yukina-pl-katowice-gzm,1
2026-07-01T16:00Z,mod,distance-circles,2
2026-07-01T16:00Z,mod,improved-schematics,4
2026-07-01T16:00Z,mod,induced-demand,4
2026-07-01T16:00Z,mod,japanese-trains,1
2026-07-01T16:00Z,mod,lrt-trains,1
2026-07-01T16:00Z,mod,orbital-surveyor,3
2026-07-01T16:00Z,mod,satellite-overlay,1
2026-07-01T16:00Z,mod,scrollable-dropdowns,1
2026-07-01T16:00Z,mod,simple-trains,3
2026-07-01T16:00Z,mod,subwaybuilder-regions,1
2026-07-01T16:00Z,mod,track-anarchy,1
2026-07-01T16:00Z,mod,valdotoriums-trains,1
2026-07-01T17:00Z,map,amsterdam,1
2026-07-01T17:00Z,map,barcelona,1
2026-07-01T17:00Z,map,beijing,1
2026-07-01T17:00Z,map,berlin-val,2
2026-07-01T17:00Z,map,guangzhou,1
2026-07-01T17:00Z,map,jelegend-tokyo,1
2026-07-01T17:00Z,map,madrid,1
2026-07-01T17:00Z,map,mfn-hong-kong,1
2026-07-01T17:00Z,map,oslo-no,1
2026-07-01T17:00Z,map,rome,1
2026-07-01T17:00Z,map,shenzhen,1
2026-07-01T17:00Z,map,singapore-val,1
2026-07-01T17:00Z,map,toronto,1
2026-07-01T17:00Z,map,yukina-cz-praha,1
2026-07-01T17:00Z,map,yukina-pl-gdansk,1
2026-07-01T17:00Z,map,yukina-pl-krakow,1
2026-07-01T17:00Z,map,yukina-pl-warszawa,1
2026-07-01T17:00Z,map,yukina-pl-wroclaw,1
2026-07-01T17:00Z,map,yukina-tw-taipei,1
2026-07-01T17:00Z,map,zurich,1
2026-07-01T17:00Z,mod,advanced-analytics,1
2026-07-01T17:00Z,mod,game-speedup,1
2026-07-01T17:00Z,mod,improved-schematics,1
2026-07-01T17:00Z,mod,orbital-surveyor,2
2026-07-01T17:00Z,mod,satellite-overlay,1
2026-07-01T17:00Z,mod,track-visualizer,1
2026-07-01T18:00Z,map,beijing,1
2026-07-01T18:00Z,map,charleston-huntington-wv,1
2026-07-01T18:00Z,map,ciudad-de-mexico,1
2026-07-01T18:00Z,map,greater-chicagoland,3
2026-07-01T18:00Z,map,guangzhou,1
2026-07-01T18:00Z,map,jelegend-tokyo,3
2026-07-01T18:00Z,map,lima,1
2026-07-01T18:00Z,map,mfn-hong-kong,1
2026-07-01T18:00Z,map,ottawa,1
2026-07-01T18:00Z,map,seoul-3,1
2026-07-01T18:00Z,map,seoul-4,2
2026-07-01T18:00Z,map,shenzhen,1
2026-07-01T18:00Z,map,tel-aviv,1
2026-07-01T18:00Z,map,toronto,1
2026-07-01T18:00Z,map,vancouver,1
2026-07-01T18:00Z,map,yukina-cz-praha,1
2026-07-01T18:00Z,map,yukina-kyoto,1
2026-07-01T18:00Z,map,yukina-osaka,1
2026-07-01T18:00Z,map,yukina-pl-gdansk,1
2026-07-01T18:00Z,map,yukina-pl-katowice-gzm,1
2026-07-01T18:00Z,map,yukina-pl-krakow,1
2026-07-01T18:00Z,map,yukina-pl-lublin,1
2026-07-01T18:00Z,map,yukina-pl-warszawa,1
2026-07-01T18:00Z,mod,advanced-analytics,1
2026-07-01T18:00Z,mod,citymapper,5
2026-07-01T18:00Z,mod,danield1909-dantrains,1
2026-07-01T18:00Z,mod,distance-circles,6
2026-07-01T18:00Z,mod,improved-schematics,6
2026-07-01T18:00Z,mod,induced-demand,4
2026-07-01T18:00Z,mod,japanese-trains,1
2026-07-01T18:00Z,mod,network-status,1
2026-07-01T18:00Z,mod,satellite-overlay,1
2026-07-01T18:00Z,mod,scrollable-dropdowns,1
2026-07-01T18:00Z,mod,simple-trains,1
2026-07-01T18:00Z,mod,subwaybuilder-regions,2
2026-07-01T18:00Z,mod,tod,1
2026-07-01T18:00Z,mod,track-anarchy,2
2026-07-01T18:00Z,mod,track-visualizer,3
2026-07-01T18:00Z,mod,transit-overlay,1
2026-07-01T18:00Z,mod,valdotoriums-trains,1
2026-07-01T19:00Z,map,akron-oh,1
2026-07-01T19:00Z,map,anchorage-ak,1
2026-07-01T19:00Z,map,barcelona,1
2026-07-01T19:00Z,map,busan-4,4
2026-07-01T19:00Z,map,greater-chicagoland,1
2026-07-01T19:00Z,map,jelegend-tokyo,2
2026-07-01T19:00Z,map,mfn-hong-kong,3
2026-07-01T19:00Z,map,monterrey,1
2026-07-01T19:00Z,map,montreal,1
2026-07-01T19:00Z,map,quebec-city,1
2026-07-01T19:00Z,map,seoul-3,1
2026-07-01T19:00Z,map,seoul-4,6
2026-07-01T19:00Z,map,shanghai,1
2026-07-01T19:00Z,map,tel-aviv,1
2026-07-01T19:00Z,map,yukina-kobe-akashi,1
2026-07-01T19:00Z,map,yukina-tw-taipei,1
2026-07-01T19:00Z,mod,any-money,3
2026-07-01T19:00Z,mod,citymapper,1
2026-07-01T19:00Z,mod,distance-circles,6
2026-07-01T19:00Z,mod,game-speedup,1
2026-07-01T19:00Z,mod,induced-demand,2
2026-07-01T19:00Z,mod,lrt-trains,1
2026-07-01T19:00Z,mod,orbital-surveyor,1
2026-07-01T19:00Z,mod,scrollable-dropdowns,1
2026-07-01T19:00Z,mod,subwaybuilder-regions,2
2026-07-01T19:00Z,mod,track-anarchy,1
2026-07-01T19:00Z,mod,track-visualizer,1
2026-07-01T19:00Z,mod,transit-overlay,2
2026-07-01T19:00Z,mod,valdotoriums-trains,1
2026-07-01T20:00Z,map,bucharest-medium,2
2026-07-01T20:00Z,map,busan-4,1
2026-07-01T20:00Z,map,ciudad-de-mexico,1
2026-07-01T20:00Z,map,greater-chicagoland,3
2026-07-01T20:00Z,map,greater-los-angeles,1
2026-07-01T20:00Z,map,jelegend-tokyo,3
2026-07-01T20:00Z,map,mfn-hong-kong,2
2026-07-01T20:00Z,map,opo-pt-metropolitan,1
2026-07-01T20:00Z,map,tel-aviv,2
2026-07-01T20:00Z,map,toronto,1
2026-07-01T20:00Z,map,yukina-osaka,1
2026-07-01T20:00Z,map,yukina-tw-kaohsiung,1
2026-07-01T20:00Z,map,yukina-tw-taichung,1
2026-07-01T20:00Z,map,yukina-tw-taipei,1
2026-07-01T20:00Z,mod,advanced-analytics,3
2026-07-01T20:00Z,mod,any-money,2
2026-07-01T20:00Z,mod,citymapper,4
2026-07-01T20:00Z,mod,distance-circles,7
2026-07-01T20:00Z,mod,game-speedup,2
2026-07-01T20:00Z,mod,improved-schematics,6
2026-07-01T20:00Z,mod,induced-demand,7
2026-07-01T20:00Z,mod,japanese-trains,3
2026-07-01T20:00Z,mod,lrt-trains,1
2026-07-01T20:00Z,mod,mode-manager,1
2026-07-01T20:00Z,mod,orbital-surveyor,3
2026-07-01T20:00Z,mod,scrollable-dropdowns,2
2026-07-01T20:00Z,mod,simple-trains,4
2026-07-01T20:00Z,mod,station-dots,1
2026-07-01T20:00Z,mod,subwaybuilder-regions,3
2026-07-01T20:00Z,mod,track-anarchy,3
2026-07-01T20:00Z,mod,track-visualizer,2
2026-07-01T20:00Z,mod,transit-overlay,3
2026-07-01T22:00Z,map,amsterdam,1
2026-07-01T22:00Z,map,barcelona,1
2026-07-01T22:00Z,map,berlin-val,1
2026-07-01T22:00Z,map,greater-chicagoland,5
2026-07-01T22:00Z,map,greater-los-angeles,1
2026-07-01T22:00Z,map,greater-newyork,1
2026-07-01T22:00Z,map,greater-portland,2
2026-07-01T22:00Z,map,jelegend-tokyo,1
2026-07-01T22:00Z,map,madrid,2
2026-07-01T22:00Z,map,mfn-lasvegas,1
